Route147,"('2.S1', 2, 11)",3
Route147,"('2.S1', 3, 11)",3
Route148,"('1.S2b', 3, 11)",2
Route148,"('1.S2b', 2, 11)",2
Route148,"('2.S1', 2, 11)",3
Route148,"('2.S1', 3, 11)",2
Route149,"('1.S2b', 3, 11)",2
Route149,"('1.S2b', 2, 11)",2
Route149,"('2.S1', 2, 11)",3
Route149,"('2.S1', 3, 11)",2
Route150,"('1.S2b', 3, 11)",1
Route150,"('1.S2b', 2, 11)",2
Route150,"('2.S1', 2, 11)",3
Route150,"('2.S1', 3, 11)",3
Route151,"('1.S2b', 3, 11)",2
Route151,"('1.S2b', 2, 11)",2
Route151,"('2.S1', 2, 11)",3
Route151,"('2.S1', 3, 11)",2
Route152,"('1.S2b', 3, 11)",2
Route152,"('1.S2b', 2, 11)",2
Route152,"('2.S1', 2, 11)",3
Route152,"('2.S1', 3, 11)",2
Route153,"('1.S2b', 3, 11)",2
Route153,"('1.S2b', 2, 11)",2
Route153,"('2.S1', 2, 11)",3
Route153,"('2.S1', 3, 11)",3
Route154,"('1.S2b', 3, 11)",2
Route154,"('1.S2b', 2, 11)",2
Route154,"('2.S1', 2, 11)",3
Route154,"('2.S1', 3, 11)",3
Route155,"('1.S2b', 3, 11)",2
Route155,"('1.S2b', 2, 11)",2
Route155,"('2.S1', 2, 11)",3
Route155,"('2.S1', 3, 11)",2
Route156,"('1.S2b', 3, 11)",2
Route156,"('1.S2b', 2, 11)",2
Route156,"('2.S1', 2, 11)",3
Route156,"('2.S1', 3, 11)",2
Route157,"('1.S2b', 2, 11)",2
Route157,"('2.S1', 2, 11)",3
Route157,"('2.S1', 3, 11)",4
Route158,"('1.S2b', 2, 11)",2
Route158,"('2.S1', 2, 11)",3
Route158,"('2.S1', 3, 11)",4
Route159,"('1.S2b', 2, 11)",2
Route159,"('2.S1', 2, 11)",3
Route159,"('2.S1', 3, 11)",4
Route160,"('1.S2b', 2, 11)",2
Route160,"('2.S1', 2, 11)",3
Route160,"('2.S1', 3, 11)",4
Route161,"('1.S2b', 3, 11)",2
Route161,"('1.S2b', 2, 11)",2
Route161,"('2.S1', 2, 11)",3
Route161,"('2.S1', 3, 11)",3
