Station,Latitude,Longitude,Height
8507091,46.93033649,7.419203353,612.6208558
8507092,46.89516273,7.493095219,574.6384176
8507093,46.91583452,7.46611298,616.6123317
8507094,46.77311872,7.59488569,603.8472697
8507095,46.86280314,7.362363163,694.8454026
8503000,47.37817357,8.540190876,455.413617
8503001,47.39147778,8.488939202,446.4303463
8503003,47.36660752,8.548465178,458.4344264
8507100,46.75485015,7.629595308,609.8596501
8503006,47.41152602,8.544113562,489.3265029
8503007,47.41874408,8.544634397,489.3079702
8503008,47.42090943,8.508564213,503.3377092
8503009,47.34743678,8.53358724,456.4968189
8503010,47.36409528,8.530804803,456.4579312
8503011,47.37146855,8.523461423,452.4466791
8503015,47.39302835,8.529357668,472.387084
8503016,47.45037941,8.562384439,477.2116737
8503020,47.38519166,8.517105233,462.4186015
8504123,46.83525601,6.960290838,498.2988114
8508215,47.05547898,8.079747448,613.6689888
8508216,47.05701759,8.101852472,601.6436576
8503100,47.33732862,8.569716423,462.4867837
8503101,47.31914964,8.580614774,462.5215197
8503102,47.30578211,8.59150382,466.544244
8503103,47.28182003,8.612718528,470.5832992
8503104,47.26980897,8.644291971,467.5823552
8503105,47.25902621,8.678773616,461.5754595
8503106,47.25341914,8.692331257,466.5761484
8503107,47.24052056,8.72163008,461.5795625
8503108,47.23585343,8.752609542,473.5607693
8503109,47.23919457,8.783481531,473.5220937
8503110,47.22488483,8.816729339,456.5250508
8503111,47.29719751,8.598974427,567.5583661
8503112,47.23839006,8.814290516,459.4937946
8503113,47.22366647,8.842382063,461.5028304
8503115,47.2251534,8.943366102,455.3995655
8503116,47.22427315,8.980674109,457.3649188
8508217,47.03796169,8.143248356,566.6511314
8503118,47.20445403,9.008629956,463.3866153
8503119,47.15765197,9.043963538,467.4681002
8503120,47.23096696,8.834596735,480.4923062
8503121,47.26047948,8.854066226,529.3996067
8503122,47.27083691,8.822699425,556.4046633
8503123,47.31803059,8.79226755,579.3169513
8503124,47.33595382,8.765608158,553.2984396
8503125,47.35036381,8.718686499,511.3085132
8503126,47.36935584,8.686397609,496.292763
8503127,47.38437756,8.658657474,490.2824259
8503128,47.40007232,8.6234051,487.2777161
8503129,47.41271424,8.591909248,478.2769141
8503130,47.30004843,8.83969597,612.3151577
8503141,47.32685076,8.575950604,464.506852
8508218,47.03857217,8.181954225,544.611924
8504127,46.90823395,7.074597461,484.0058464
8507281,46.57977247,7.383126795,960.5381016
8507284,46.64748467,7.417633088,864.3343608
8507286,46.65750219,7.524629054,762.2058779
8507287,46.6664799,7.605579611,694.1050124
8507288,46.68391661,7.642271855,676.0256598
8507290,46.55308748,7.375317413,992.6128245
8507291,46.60352519,7.374370858,893.4867388
8507292,46.62737128,7.390246447,867.411396
8507293,46.65605031,7.435371137,887.2956967
8507294,46.65930964,7.475938172,832.2483554
8507295,46.65886082,7.495417814,808.2306782
8507296,46.65898536,7.556092087,731.1717336
8507297,46.65998455,7.579324382,720.1467498
8507298,46.67558966,7.635483735,679.0531613
8507299,46.69117886,7.65058745,674.9993556
8503204,47.26147911,8.596903777,456.6495496
8503205,47.24681319,8.643707141,457.6403087
8503206,47.22929777,8.67519183,455.6531347
8503207,47.20836436,8.707459517,455.6736744
8503208,47.20097583,8.72716233,458.6727429
8503209,47.20299428,8.778109648,459.6176143
8503210,47.20730427,8.756198379,457.6284205
8503211,47.19396331,8.822887931,459.5960431
8503220,47.19006558,8.852691322,464.576389
8503221,47.18266463,8.900697888,480.5474771
8506311,47.47800081,9.505130681,445.2148037
8503225,47.13614917,9.06003653,472.505667
8503226,47.13614917,9.06003653,472.505667
8503227,47.13614917,9.06003653,472.505667
8503228,47.13614917,9.06003653,472.505667
8504129,46.95086964,7.153204228,486.8234232
8503231,47.03295411,9.077181925,525.7453325
8503232,47.01012518,9.08119373,550.7981236
8503233,46.99684508,9.077447136,568.8348764
8503234,46.98589321,9.059258485,587.8801967
8503235,46.97573827,9.046924333,601.9177164
8503236,46.96506159,9.039008331,615.9521446
8503237,46.94617344,9.024362092,645.0136938
8503238,46.93454366,9.013025096,673.0538984
8503239,46.92556625,8.997777907,696.0913905
8503240,46.92839016,9.002482717,685.0796878
8504130,46.80086992,6.746689097,484.5883474
8504131,46.81694486,6.78639693,486.5100988
